t_s,B_x_nT,B_y_nT,B_z_nT
492,30387.9630578447,2305.63461648015,-24554.1245291448
492.5,29218.4839776652,805.284581102813,-26043.8133684086
493,27926.0817340096,-682.46188557126,-27446.5996002621
493.5,26514.4031488335,-2148.94098118074,-28757.8705680629
494,24987.7745683499,-3585.70311998664,-29973.3115622002
494.5,23351.1788411236,-4984.56251622632,-31088.9197941009
495,21610.2286214604,-6337.64495237083,-32101.0173366746
495.5,19771.1361644631,-7637.43348756841,-33006.2629901782
496,17840.6797928005,-8876.81187128217,-33801.6630361094
496.5,15826.1672284477,-10049.1054370396,-34484.58084549
497,13735.3959955339,-11148.119261466,-35052.7453117587
497.5,11576.611113072,-12168.1733845602,-35504.2580824414
498,9358.46030879451,-13104.1348987004,-35837.5995678055
498.5,7089.94699756978,-13951.4467263531,-36051.6337087925
499,4780.38127988862,-14706.1529201102,-36145.6114906765
499.5,2439.32922757396,-15364.9203336985,-36119.1731930754
500,76.5607350423347,-15925.0565291498,-35972.3493711397
500.5,-2298.00377506026,-16384.5238035306,-35705.5605669519
501,-4674.34749344008,-16741.9492385838,-35319.6157543619
501.5,-7042.41190611876,-16996.6306983552,-34815.7095246434
502,-9392.15170294479,-17148.5387233446,-34195.4180244895
502.5,-11713.5895935299,-17198.3142948177,-33460.6936619191
503,-13996.8707081777,-17147.2624694923,-32613.8585996679
503.5,-16232.3162602991,-16997.3419126272,-31657.5970595392
504,-18410.4761481964,-16751.1503863055,-30594.946464997
504.5,-20522.1801781495,-16411.9062790669,-29429.28745298
505,-22558.5875975667,-15983.4262926034,-28164.3327894798
505.5,-24511.2346366798,-15470.0994305642,-26804.115226865
506,-26372.0797698647,-14876.8574631444,-25352.9743442139
506.5,-28133.5464231092,-14209.1420686108,-23815.5424150545
507,-29788.5628723182,-13472.8688787605,-22196.7293498731
507.5,-31330.5990978336,-12674.3886790862,-20501.7067635521
508,-32753.7003835154,-11820.4460357162,-18735.8912205112
508.5,-34052.5174736545,-10918.1356396541,-16904.9267127629
509,-35222.3331275153,-9974.85667415298,-15014.6664283379
509.5,-36259.0849390173,-8998.26552300183,-13071.1538695891
510,-37159.3843175529,-7996.22714591852,-11080.6033827411
510.5,-37920.5315547405,-6976.76545207391,-9049.38016171509
511,-38540.5269306016,-5948.01300402458,-6983.97979071501
511.5,-39018.0778407949,-4918.16038211512,-4891.00739132686
512,-39352.6019537418,-3895.40553389971,-2777.15644093548
512.5,-39544.2264323837,-2887.90342457993,-649.187330120847
513,-39593.7832796081,-1903.7162931746,1486.094272653
513.5,-39502.8008888213,-950.764805489887,3621.85918029567
514,-39273.4919015466,-36.7803793458361,5751.2765012885
514.5,-38908.7374921699,830.741059639964,7867.53543977567
515,-38412.068215984,1644.58365167568,9963.86701266125
515.5,-37787.6415705245,2397.85428474177,12033.5656151901
516,-37040.21643191,3084.02318300551,14070.0103670529
516.5,-36175.1245376395,3696.96221898015,16066.6861718212
517,-35198.2391952336,4230.98078540797,18017.2044234825
517.5,-34115.9414024565,4680.85908083234,19915.3232950036
518,-32935.0835698665,5041.87867987023,21754.967545207
518.5,-31662.9510403805,5309.85027513552,23530.2477817914
519,-30307.2216036675,5481.13849249426,25235.4791200604
519.5,-28875.9232057825,5552.68369481429,26865.1991788495
520,-27377.3900567547,5522.02070162845,28414.1853572358
520.5,-25820.2173410967,5387.2943632404,29877.471337898
521,-24213.214738582,5147.27193789615,31250.3627654374
521.5,-22565.3589653179,4801.35222990222,32528.4520505851
522,-20885.7455482267,4349.57145520076,33707.6322539884
522.5,-19183.5400496013,3792.60580916146,34784.1100061889
523,-17467.9289624286,3131.77071947426,35754.4174234664
523.5,-15748.0705016495,2369.01677529539,36615.4229824179
524,-14033.045521324,1506.92233248227,37364.341319459
524.5,-12331.8087926738,548.682804098884,37998.7419248703
525,-10653.1408829716,-501.903344381067,38516.5567045459
525.5,-9005.60088000014,-1640.45186440062,38916.0863862365
526,-7397.48021104848,-2862.01321480013,39196.0057507854
526.5,-5836.75780883487,-4161.0962161019,39355.3676726424
527,-4331.05687903212,-5531.69479584789,39393.6059577762
527.5,-2887.60352488829,-6967.31773541485,39310.5369709892
528,-1513.18748345304,-8461.02131055186,39106.3600485493
528.5,-214.125224829964,-10005.444698483,38781.6566959877
529,1003.77433961758,-11592.8480039943,38337.3885748367
529.5,2135.24130231591,-13215.152735736,37774.894286009
530,3175.5731309835,-14863.9845423441,37095.8849614086
530.5,4120.65975375715,-16530.7179962822,36302.4386792206
531,4967.00516214448,-18206.5231919416,35396.9937221231
531.5,5711.74535608909,-19882.4139039566,34382.3407013932
532,6352.66247847976,-21549.2970323458,33261.6135735255
532.5,6888.19501227596,-23198.02304345,32038.2795795245
533,7317.44394179286,-24819.4371001424,30716.1281404727
533.5,7640.17481026787,-26404.4305618694,29299.2587462861
534,7856.81563819853,-27943.9925251185,27792.0678777453
534.5,7968.45070063005,-29429.2610682189,26199.2350049237
535,7976.81019606032,-30851.5738612379,24525.7077080044
535.5,7884.25587435263,-32202.5178022995,22776.6859691865
536,7693.76272542663,-33473.9773460241,20957.6056869148
536.5,7408.89686395194,-34658.1811979753,19074.1214660181
537,7033.78977722149,-35747.7470609036,17132.0887395028
537.5,6573.10913330415,-36735.724134029,15137.5452797234
538,6032.02637397416,-37615.6330853367,13096.69215842
538.5,5416.18134136641,-38381.5032385422,11015.87421669
539,4731.64420846646,-39027.9067406102,8901.56010732859
539.5,3984.87500114464,-39549.9895020367,6760.32197313759
540,3182.68101331858,-39943.4987300445,4598.8148257652
540.5,2332.17242690472,-40204.8069038875,2423.75569038724
541,1440.71645450633,-40330.9320711091,241.902582093782
541.5,515.890325406492,-40319.5543733585,-1939.96661981775
542,-434.566565433845,-40169.0287397696,-4115.07533330093
542.5,-1402.80102975497,-39878.3937145209,-6276.66940449455
543,-2380.89467111243,-39447.3764126621,-8418.03814212586
543.5,-3360.91238358311,-38876.3936242793,-10532.5351898391
544,-4334.95047653406,-38166.5491113478,-12613.5991715731
544.5,-5295.1841512381,-37319.6271640003,-14654.7740459689
545,-6233.91406970496,-36338.082503308,-16649.729106839
545.5,-7143.61177154876,-35225.0266360007,-18592.278567972
546,-8016.96371063914,-33984.2107828414,-20476.4006719685
546.5,-8846.91369934068,-32620.0055167161,-22296.2562644138
547,-9626.70356402565,-31137.3772590072,-24046.2067764742
547.5,-10349.9118309966,-29541.8617936566,-25720.8315609605
548,-11010.4902767816,-27839.534967689,-27314.9445290242
548.5,-11602.7981908337,-26036.9807550473,-28823.6100369339
549,-12121.6342118914,-24141.2568676271,-30242.1579748162
549.5,-12562.2656116321,-22159.8581035809,-31566.1980118305
550,-12920.4549108025,-20100.6776285132,-32791.6329549678
550.5,-13192.4837238252,-17971.9663902699,-33914.6711815172
551,-13375.1737380925,-15782.2908728146,-34931.8381082232
551.5,-13465.9047439207,-13540.4893992847,-35839.9866632409
552,-13462.6296406525,-11255.6271988285,-36636.3067301917
552.5,-13363.8863538554,-8936.9504562774,-37318.3335369039
553,-13168.806608197,-6593.83956811736,-37883.9549647912
553.5,-12877.121510591,-4235.7618325311,-38331.4177582565
554,-12489.1639088059,-1872.22380543294,-38659.3326170056
554.5,-12005.8675020924,487.276441734859,-38866.6781576991
555,-11428.7626926755,2833.29692326337,-38952.8037349462
555.5,-10759.969180281,5156.49895753207,-38917.4311152496
556,-10002.1853163116,7447.69375853361,-38760.655001114
556.5,-9158.67424987492,9697.88815572962,-38482.9424061479
557,-8233.24691457246,11898.329197742,-38085.1308855724
557.5,-7230.24192270908,14040.547397211,-37568.4256301237
558,-6154.50245224937,16116.3983776535,-36934.3954348549
558.5,-5011.35023123631,18118.1026885298,-36184.9675578187
559,-3806.55674428342,20038.2835620996,-35322.4214870191
559.5,-2546.31180586166,21870.0023951585,-34349.3816373528
560,-1237.18966513035,23606.7917504264,-33268.8090025043
560.5,113.887173342583,25242.6856862494,-32083.9917899089
561,1499.68620981327,26772.2472393099,-30798.5350699331
561.5,2912.70506971944,28190.5929031283,-29416.3494733474
562,4345.21324717859,29493.413965119,-27941.638973963
562.5,5789.29522031854,30676.9945866162,-26378.8877959657
563,7236.89467497617,31738.2265333475,-24732.8464880051
563.5,8679.8595635626,32674.6204879987,-23008.517208474
564,10109.9877188147,33484.3139014274,-21211.1382686368
564.5,11519.0727378825,34166.0753643774,-19346.1679823336
565,12898.9498508579,34719.3055068358,-17419.2678728964
565.5,14241.5414894535,35144.0344570646,-15436.2852896548
566,15538.9022760654,35440.9159164463,-13403.2354879911
566.5,16783.263160799,35611.2179292529,-11326.2832283083
567,17967.0744440309,35656.8104479435,-9211.72395052247
567.5,19083.0474345101,35580.1498143356,-7065.96458175396
568,20124.1945075806,35384.2602947329,-4895.50403579539
568.5,21083.8673445345,35072.7128226613,-2706.91346365941
569,21955.7931520204,34649.6011161246,-506.816315065935
569.5,22734.1086794844,34119.5153472025,1698.1317288869
570,23413.3918724279,33487.513550365,3901.26289141035
570.5,23988.6910194702,32759.0909621464,6095.91744357015
571,24455.5512714404,31940.147488915,8275.46379531409
571.5,24810.038430683,31036.9535015691,10433.3184739028
572,25048.7599281303,30056.114156292,12562.9659301275
572.5,25168.8829242422,29004.5324392493,14657.9781133282
573,25168.1494874178,27889.3711305767,16712.0337570204
573.5,25044.8888197979,26718.0138794629,18718.9373178975
574,24798.0265153983,25498.0255778638,20672.637512095
574.5,24427.0908491795,24237.1122156579,22567.2453938827
575,23932.2161079813,22943.0803951398,24397.0519233851
575.5,23314.1429852619,21623.7966778749,26156.5449715183
576,22574.2160713713,20287.146932315,27840.4257120732
576.5,21714.3784797838,18940.9958463725,29443.6243527528
577,20737.1636574596,17593.1467655015,30961.3151590014
577.5,19645.6844344849,16251.3020138212,32388.9307266214
578,18443.6193745391,14923.0238534896,33722.1754614657
578.5,17135.1964937602,13615.6962358844,34957.0382269108
579,15725.1744214233,12336.4874971319,36089.8041223485
579.5,14218.8210817152,11092.3141500498,37117.0653585813
580,12621.8899819469,9889.80592450414,38035.7311987569
580.5,10940.5941989719,8735.27220836815,38843.036936322
581,9181.57816249547,7634.67004150168,39536.5518844089
581.5,7351.88734148346,6593.57381523311,40114.1863540867
582,5458.93594805979,5617.1468294793,40574.1976019851
582.5,3510.47278217172,4710.1148586264,40915.1947309505
583,1514.54534986751,3876.74187537454,41136.1425305835
583.5,-520.537601769585,3120.80807865641,41236.3642477495
584,-2586.24497925948,2445.59036725502,41215.5432804155
584.5,-4673.86350204522,1853.84539464504,41073.7237914567
585,-6774.53895027725,1347.79533268394,40811.3102423718
585.5,-8879.31831352137,929.116461944146,40429.0658501375
586,-10979.1926417809,598.93069459584,39928.1099737161
586.5,-13065.1403896738,357.800121783024,39309.9144399823
587,-15128.1710348659,205.724661382757,38576.298822057
587.5,-17159.3687432205,142.142863972029,37729.4246862058
588,-19149.935845879,165.935914872024,36771.7888265739
588.5,-21091.2358879156,275.434848490549,35706.2155100739
589,-22974.8360045672,468.430968082254,34535.8477567019
589.5,-24792.5483795598,742.189439802719,33264.1376834366
590,-26536.4705409245,1093.46600488749,31894.8359426419
590.5,-28199.0242530478,1518.52672834185,30431.9802885612
591,-29772.992769636,2013.17067708825,28879.8833080344
591.5,-31251.5562207985,2572.7553955327,27243.1193539864
592,-32628.324918547,3192.22502241231,25526.5107225238
592.5,-33897.3703785651,3866.14087001425,23735.1131166188
593,-35053.2538719525,4588.71426581607,21874.2004413629
593.5,-36091.0523385929,5353.84143767427,19949.2489776208
594,-37006.381513544,6155.14020720892,17965.9209826115
594.5,-37795.4161391002,6985.98824227779,15930.0477674826
595,-38454.9071575808,7839.56260861273,13847.6123033208
595.5,-38982.1958030809,8708.88035295095,11724.7314082593
596,-39375.2245339996,9586.83984539768,9567.63756939462
596.5,-39632.5447717563,10466.2626073036,7382.66045411448
597,-39753.3214343426,11339.9353525468,5176.20816616253
597.5,-39737.3342758855,12200.6519746316,2954.74830232641
598,-39584.9760649131,13041.255219243,724.788866030668
598.5,-39297.2476542231,13854.6777915585,-1507.14090565052
599,-38875.7500139456,14633.9826594228,-3734.50974497514
599.5,-38322.6733163878,15372.4023270795,-5950.80353001423
600,-37640.783176416,16063.3768691785,-8149.544378387
600.5,-36833.4041644281,16700.5905308683,-10324.3096024119
601,-35904.4007203653,17278.006716559,-12468.7504704007
601.5,-34858.1556067571,17789.9012070724,-14576.6107195398
602,-33699.5460465765,18230.8934620306,-16641.7447666744
602.5,-32433.9176978177,18595.9758811894,-18658.1355643285
603,-31067.0566213661,18880.5409147329,-20619.9120504644
603.5,-29605.1594020889,19080.405928099,-22521.3661417911
604,-28054.8015853283,19191.8357415346,-24356.9692218853
604.5,-26422.9045923483,19211.5627781637,-26121.3880769733
605,-24716.7012789632,19136.80476683,-27809.5002339458
605.5,-22943.7003017787,18965.2799573181,-29416.408657022
606,-21111.6494563734,18695.219815794,-30937.4557614542
606.5,-19228.498151523,18325.3791775061,-32368.2367047514
607,-17302.3591833557,17855.043842035,-33704.6119181041
607.5,-15341.4699732286,17284.0356038344,-34942.7188429996
608,-13354.153433232,16612.7147175904,-36078.9828404237
608.5,-11348.7786235837,15841.9798042387,-37110.1272425479
609,-9333.72136679742,14973.2652094858,-38033.1825193837
609.5,-7317.32498435807,14008.5358325783,-38845.4945355504
610,-5307.8613226697,12950.2794490201,-39544.7318750365
610.5,-3313.4922361515,11801.4965571435,-40128.8922146276
611,-1342.23169644074,10565.6877850302,-40596.3077295204
611.5,598.091302435824,9246.8389014015,-40945.6495175379
612,2499.86887249451,7849.40348185111,-41175.9310312782
612.5,4355.74922335645,6378.28329025542,-41286.5105104892
613,6158.6703471172,4838.80644440445,-41277.0924099227
613.5,7901.89222824749,3236.70344485598,-41147.7278208969
614,9579.02741286611,1578.08115668453,-40898.8138877672
614.5,11184.0697755869,-130.605154894667,-40531.0922234597
615,12711.4213274002,-1882.58162221703,-40045.6463311596
615.5,14155.9169148329,-3670.78728116225,-39443.8980421463
616,15512.8466690324,-5487.90714804302,-38727.6029826273
616.5,16777.9760735044,-7326.40671760845,-37898.8450852339
617,17947.5635310201,-9178.56772026428,-36960.030163587
617.5,19018.3753236613,-11036.5249649901,-35913.8785710252
618,19987.6978750341,-12892.3040835819,-34763.4169671843
618.5,20853.3472402294,-14737.8599820039,-33511.9692186386
619,21613.6757669678,-16565.1157960625,-32163.1464622336
619.5,22267.5758903548,-18366.0021415426,-30720.8363620666
620,22814.4810435197,-20132.496443584,-29189.1915932847
620.5,23254.3636868591,-21856.6621265983,-27572.6175879776
621,23587.7304793442,-23530.6874445786,-25875.7595804261
621.5,23815.6146360607,-25146.923732328,-24103.4889908339
622,23939.5655365072,-26697.9228609701,-22260.8891884074
622.5,23961.6356678563,-28176.4736861245,-20353.2406762565
623,23884.3650060623,-29575.6372842525,-18386.005742066
623.5,23710.7629551034,-30888.780781827,-16364.8126198286
624,23444.2879804908,-32109.6095930009,-14295.439209136
624.5,23088.8250872512,-33232.1978941405,-12183.7963995894
625,22648.6613047099,-34251.017177759,-10035.911048824
625.5,22128.4593504236,-35160.962743747,-7857.90866342702
626,21533.2296534731,-35957.3780021005,-5655.99583268202
626.5,20868.3009229826,-36636.0764783071,-3436.44246558313
627,20139.2894512161,-37193.3614298671,-1205.56388193362
627.5,19352.0673419927,-37626.0429998347,1030.29719142152
628,18512.7298545709,-37931.4528504833,3264.788668085
628.5,17627.5620507592,-38107.4562369901,5491.56714221489
629,16703.004928996,-38152.461497173,7704.31587032538
629.5,15745.621223745,-38065.426948612,9896.76264416801
630,14762.0610420127,-37845.865198797,12062.6975045288
630.5,13759.027501368,-37493.844887147,14195.9902463549
631,12743.2425257886,-37009.9898897701,16290.6076663379
631.5,11721.4129472282,-36395.4760286458,18340.6305049199
632,10700.1970522379,-35652.0253365076,20340.2700356578
632.5,9686.17170449104,-34781.8979371259,22283.8842559761
633,8685.80016587526,-33787.8816080029,24165.993634554
633.5,7705.40073106718,-32673.2790987917,25981.2963719308
634,6751.11628335165,-31441.8932841479,27724.6831323692
634.5,5828.8848729774,-30098.0102343571,29391.2512065825
635,4944.41141361765,-28646.3802910927,30976.318066611
635.5,4103.14058755953,-27092.1972391912,32475.4342759176
636,3310.23104606386,-25441.0756685515,33884.3957196577
636.5,2570.530987881,-23699.0266232911,35199.2551220595
637,1888.55519609375,-21872.4316382868,36416.3328199269
637.5,1268.46361119091,-19968.0152662898,37532.2267634347
638,714.041516417458,-17992.8162020533,38543.821717624
638.5,228.681409851567,-15954.1571134162,39448.2976403227
639,-184.633363837998,-13859.613293118,40243.137214593
639.5,-523.343150582582,-11716.9802492993,40926.1325162495
640,-785.324623526205,-9534.24035718388,41495.3907994892
640.5,-968.901451827486,-7319.52869931075,41949.3393862109
641,-1072.85293734243,-5081.09822684869,42286.7296471877
641.5,-1096.42055859648,-2827.28437988719,42506.6400658593
642,-1039.31236612113,-566.469310071103,42608.4783781552
642.5,-901.705178975109,1692.95414561091,42591.9827843993
643,-684.244539195663,3942.61858579801,42457.2222320104
643.5,-388.042389108794,6174.21810146275,42204.5957703642
644,-14.6724459054503,8379.5441048962,41834.8309818288
644.5,433.836741336832,10550.5207637778,41348.9814956133
645,955.011054973337,12679.2398702765,40748.4235936677
645.5,1545.94238202812,14757.9949733202,40034.8519204405
646,2203.30247264621,16779.3146015909,39210.2743108178
646.5,2923.35904388758,18735.9944055916,38277.0057530448
647,3701.99407310083,20621.128049427,37237.6615058328
647.5,4534.72420874747,22428.1366868437,36095.1493912082
648,5416.72320995258,24150.7968616439,34852.6612869205
648.5,6342.8463095088,25783.2666798646,33513.6638444219
649,7307.65637884806,27320.1101100881,32081.8884605243
649.5,8305.45175791511,28756.3192788641,30561.3205328516
650,9330.29559821896,30087.3346403969,28956.1880311061
650.5,10376.0465538856,31309.062913248,27270.9494179747
651,11436.3906435487,32417.8926916556,25510.280955188
651.5,12504.8740956322,33410.7076549718,23679.0634318307
652,13574.9369811896,34284.8973154523,21782.3683534594
652.5,14639.9474321456,35038.3652619204,19825.4436319343
653,15693.2362386265,35669.5348744333,17813.6988170903
653.5,16728.1316171513,36177.3525026983,15752.6899124743
654,17737.9939417879,36561.2881183752,13648.1038183534
654.5,18716.2502329179,36821.3334682708,11505.7424460471
655,19656.4282029258,36957.9977715481,9331.50654836458
655.5,20552.1896647833,36972.3010192169,7131.3793115258
656,21397.3631179832,36865.7649481274,4911.40975442138
656.5,22185.9753363638,36640.4017743309,2677.6959814145
657,22912.281793831,36298.7007818411,436.36833511252
657.5,23570.7957765725,35843.612872482,-1806.42750436182
658,24156.3160437903,35278.5331905753,-4044.54742709333
658.5,24663.9529129971,34607.2819427271,-6271.86576172767
659,25089.1526602472,33834.0835379381,-8482.29205835602
659.5,25427.7201400554,32963.5441767848,-10669.7877402168
660,25675.8395439552,32000.6280205822,-12828.3825790002
660.5,25830.0932304496,30950.6320723962,-14952.1909491622
661,25887.4785723214,29819.1599016659,-17035.4278173848
661.5,25845.4227797477,28612.0943432002,-19072.4244241675
662,25701.7956692771,27335.5692996033,-21057.6436154897
662.5,25454.9203593991,25995.9407739377,-22985.6947835511
663,25103.5818831095,24599.7572568362,-24851.3483767659
663.5,24647.033716536,23153.7295894873,-26649.5499404616
664,24085.0022303534,21664.7004210987,-28375.4336511085
664.5,23417.6890774326,20139.6133767385,-30024.3353083752
665,22645.7715360018,18585.4820489661,-31591.8047508711
665.5,21770.4008326454,17009.3589245025,-33073.6176630895
666,20793.1984738446,15418.3043554166,-34465.7867428035
666.5,19716.2506185874,13819.3556829636,-35764.572199987
667,18542.1005279873,12219.4966213184,-36966.4915602256
667.5,17273.7391309913,10625.6270079928,-38068.3287475508
668,15914.5937482557,9044.53302767175,-39067.1424236612
668.5,14468.5150192717,7482.85801648738,-39960.273562584
669,12939.7620809475,5947.07395429064,-40745.352241979
669.5,11332.9860492194,4443.45375316808,-41420.3036344785
670,9653.21185897172,2978.04445116997,-41983.3531846949
670.5,7905.81852166368,1556.64142082665,-42433.0309597981
671,6096.51786466677,184.763702387231,-42768.1751638678
671.5,4231.33182142455,-1132.36942833078,-42987.9348085483
672,2316.56834718661,-2389.86054819641,-43091.7715348771
672.5,358.796041209551,-3583.15472315131,-43079.4605835016
673,-1635.18243707177,-4708.0585869141,-42951.0909128572
673.5,-3658.35806339042,-5760.75775933133,-42707.0644672195
674,-5703.54415368423,-6737.83250593758,-42348.0945988825
674.5,-7763.40596949037,-7636.27154570646,-41875.2036510273
675,-9830.49110680009,-8453.48392064603,-41289.7197101361
675.5,-11897.2605440087,-9187.30884885336,-40593.272539062
676,-13956.1202173871,-9836.02349190216,-39787.7887040797
676.5,-15999.4529857274,-10398.3485779649,-38875.4859114144
677,-18019.6508396518,-10873.4518338086,-37858.8665708585
677.5,-20009.1472056937,-11260.9491916531,-36740.7106061442
678,-21960.4491908394,-11560.9037507113,-35524.06753373
678.5,-23866.1696098992,-11773.8224878859,-34212.2478335764
679,-25719.0586360117,-11900.6507273806,-32808.8136373321
679.5,-27512.0349138718,-11942.7643946839,-31317.568761106
680,-29238.2159760191,-11901.9600962722,-29742.5481116816
680.5,-30890.9478047624,-11780.4430821974,-28088.0064966062
681,-32463.8333860971,-11580.8131642355,-26358.4068700805
681.5,-33950.7601072644,-11306.0486772107,-24558.4080479646
682,-35345.925856374,-10959.4885852378,-22692.8519265039
682.5,-36643.8636906779,-10544.8128477125,-20766.7502405715
683,-37839.4649495383,-10066.0211717122,-18785.2708983016
683.5,-38928.0006987329,-9527.41028787206,-16753.7239299682
684,-39905.1414043266,-8933.5498956212,-14677.5470898316
684.5,-40766.9747467204,-8289.25743078654,-12562.2911504377
685,-41510.0214984796,-7599.57181392675,-10413.604929506
685.5,-42131.2494029198,-6869.7263413101,-8237.22009008595
686,-42628.0850040013,-6105.12088220709,-6038.93575509845
686.5,-42998.42339163,-5311.2935461774,-3824.60297770167
687,-43240.635839798,-4493.89198237661,-1600.10910914117
687.5,-43353.5753279348,-3658.64446970985,628.637894147119
688,-43336.5799482184,-2811.33095206515,2855.72518240866
688.5,-43189.474213276,-1957.75416703858,5075.2507017479
689,-42912.5682895712,-1103.71100970997,7281.33881915118
689.5,-42506.6551917392,-254.964265340628,9468.15584220617
690,-41973.0059821433,582.785163447339,11629.9253927863
690.5,-41313.3630279427,1403.92541817756,13760.9435944838
691,-40529.9313749905,2202.96012682515,15855.5940341952
691.5,-39625.368303942,2974.53402800267,17908.362458978
692,-38602.771139084,3713.45768692706,19913.8511701112
692.5,-37465.6633846769,4414.73122158494,21866.7930772017
693,-36217.9792671013,5073.56696559473,23762.06537618
693.5,-34864.0467639182,5685.41100180012,25594.7028161199
694,-33408.5692031978,6245.96350755103,27359.9105209994
694.5,-31856.6055182469,6751.19785886547,29053.0763337848
695,-30213.5492442775,7197.37844621185,30669.7826515653
695.5,-28485.1063447362,7581.07715949179,32205.8177218978
696,-26677.2719560288,7899.18850397113,33657.1863720178
696.5,-24796.3061403502,8148.94331244894,35020.1201441501
697,-22848.7087373302,8327.92102193588,36291.0868117911
697.5,-20841.1934063108,8434.06048562454,37466.7992535427
698,-18780.6609523263,8465.66929307305,38544.2236628374
698.5,-16674.1720303134,8421.43157340028,39520.587073713
699,-14528.9193237418,8300.41425803084,40393.3841846631
699.5,-12352.1992957371,8102.07178124844,41160.3834644987
700,-10151.3836128487,7826.24919864595,41819.6325261058
700.5,-7933.89034386196,7473.18370562213,42369.4627559691
701,-5707.15503841206,7043.50454048104,42808.4931893397
701.5,-3478.60179256902,6538.23125955025,43135.6336229609
702,-1255.61441093472,5958.77037514301,43350.0869593146
702.5,954.492222953217,5306.91035121964,43451.3507784125
703,3144.50045409737,4584.81495632361,43439.2181352175
703.5,5307.31772589594,3795.01497881002,43313.7775828516
704,7436.00389564445,2940.39831557004,43075.412423795
704.5,9523.79787827912,2024.19845237654,42724.7991933305
705,11564.1435009607,1049.98136160254,42262.9053815058
705.5,13550.7144518773,21.6308513400527,41690.9864018891
706,15477.4382082974,-1056.66759120748,41010.5818173563
706.5,17338.5188315026,-2180.44440987412,40223.5108350799
707,19128.4585198475,-3344.96498138114,39331.8670847765
707.5,20842.0778158585,-4545.24993719286,38338.012696109
708,22474.5343690293,-5776.09672378511,37244.5716929242
708.5,24021.3401627862,-7032.10230996335,36054.4227237348
709,25478.3771219513,-8307.68694039927,34770.6911495193
709.5,26841.9110258764,-9597.11882557041,33396.7405115087
710,28108.6036621676,-10894.5396499598,31936.1634031556
710.5,29275.5231664718,-12193.9907728746,30392.7717719331
711,30340.1525050183,-13489.4399897261,28770.5866779769
711.5,31300.3960683631,-14774.8087162228,27073.8275378843
712,32154.5843568978,-16043.999453774,25306.900883179
712.5,32901.4767509964,-17290.9233915872,23474.3886640819
713,33540.2623709978,-18509.5279995204,21581.0361302516
713.5,34070.5590443676,-19693.824465769,19631.7393211082
714,34492.4104091923,-20837.9148349177,17631.5321992031
714.5,34806.2811944333,-21936.0187047584,15585.5734608596
715,35013.0507279732,-22982.4993444924,13499.1330589796
715.5,35114.0047332655,-23971.8891024302,11377.5784734885
716,35110.8254842382,-24898.9139779532,9226.36076537424
716.5,35005.5803958995,-25758.5172401815,7051.00045067262
717,34800.7091347836,-26545.88198435,4857.07323104894
717.5,34499.0093389142,-27256.4525261629,2650.19561783721
718,34103.6210413268,-27885.9545442109,436.010486516872
718.5,33618.0098944058,-28430.4138907071,-1779.82740136508
719,33045.9492943829,-28886.1740011664,-3991.66587188001
719.5,32391.5015063794,-29249.9118440347,-6193.8697712154
720,31658.9978904367,-29518.6523615245,-8380.83532042579
720.5,30853.0183281672,-29689.7813628703,-10547.0043562048
721,29978.3699480939,-29761.0568407676,-12686.8784218565
721.5,29040.0652455459,-29730.6186907849,-14795.0326731409
722,28043.2996902866,-29596.9968219465,-16866.1295642489
722.5,26993.4289119927,-29359.1176544224,-18894.9322798239
723,25895.9455504203,-29016.3090072703,-20876.3178796886
723.5,24756.4558537132,-28568.3033854422,-22805.2901237612
724,23580.6561049505,-28015.2396807881,-24676.9919455406
724.5,22374.3089538077,-27357.6633065839,-26486.7175435171
725,21143.2197272092,-26596.5247892134,-28229.924060912
725.5,19893.2127901735,-25733.1768441046,-29902.2428252659
726,18630.1080257454,-24769.3699659128,-31499.4901205875
726.5,17359.6975010289,-23707.2465653533,-33017.6774660165
727,16087.7223849112,-22549.3336870808,-34453.0213762797
727.5,14819.8501820977,-21298.5343446981,-35801.9525805834
728,13561.6523475699,-19958.1175104381,-37061.1246780188
728.5,12318.5823454945,-18531.7067984035,-38227.4222090406
729,11095.9542169106,-17023.2678815501,-39297.9681241044
729.5,9898.92172115119,-15437.0946839632,-40270.1306321293
730,8732.45811683161,-13777.7943914718,-41141.5294130668
730.5,7601.33664928686,-12050.2713253517,-41910.0411805119
731,6510.11181245638,-10259.7097258473,-42573.8045819792
731.5,5463.10145430112,-8411.55549453519,-43131.2244261817
732,4464.3697957815,-6511.49694720829,-43580.9752283928
732.5,3517.71143411109,-4565.4446319838,-43922.0040667273
733,2626.63640132005,-2579.51027074784,-44153.5327439567
733.5,1794.35634899619,-559.984885826669,-44275.0592512552
734,1023.77192932135,1486.68382211054,-44286.3585320664
734.5,317.461441078653,3553.91477449537,-44187.4825460722
735,-322.329192907087,5635.01741858058,-43978.7596350317
735.5,-893.695053497742,7723.21615455474,-43660.7931940379
736,-1395.0793987133,9811.67520128074,-43234.4596535063
736.5,-1825.27932843652,11893.5238110289,-42700.9057789529
737,-2183.44989172403,13961.8817388445,-42061.5452973445
737.5,-2469.10659493939,16009.8848677083,-41318.0548604978
738,-2682.12627669926,18030.7108865368,-40472.369357664
738.5,-2822.74632428189,20017.6049144309,-39526.6765910607
739,-2891.56221561082,21963.904961556,-38483.4113296897
739.5,-2889.5233810986,23863.0671147083,-37345.248758318
